user_id,items_count
76561198044048582,1
76561198044048699,11
76561198044049230,6
Kaskade_,47
76561198044051389,0
76561198044051514,6
76561198044053878,9
76561198044055474,6
76561198044057712,61
76561198044058154,0
endmysufferingfromIB,20
76561198044060957,42
endrewh,22
FrostBladeGaming,97
nickorawrus,52
76561198044069640,0
76561198044079672,9
EL_BARTO92,484
76561198044092794,2
76561198044092869,90
76561198044095523,12
76561198044100503,6
76561198044101387,20
carlosbala,38
76561198044109246,33
76561198044110499,0
76561198044116529,31
Chemicallision,12
Hothand621,8
76561198044117409,4
76561198044117961,16
sarahwaleson,63
notwrite,0
denothedino,4
theamazingflute,51
unicornattackz,35
76561198044119957,2
76561198044120483,106
DripRoidz,0
76561198044122959,48
76561198044123989,54
76561198044125060,0
76561198044127652,12
76561198044127901,107
76561198044128695,140
76561198044129150,5
76561198044129784,0
76561198044130243,46
C9NoBalls,17
impulsivityy,0
chamath2,0
76561198044135145,0
76561198044135164,29
76561198044136381,34
miniondemarco,0
76561198044138892,45
rarepepe101,13
76561198044140249,0
orangemuffin,18
Sir_Scmoofie,150
lobsterneck,0
jackfaps,5
76561198044143456,98
76561198044143830,75
cbadk,0
76561198044145110,16
76561198044148302,10
76561198044148652,4
IIStatizxII,35
76561198044151320,75
ahmadsiddiqi,29
76561198044152472,43
BonKmUnKeE,22
76561198044154130,0
Beeplmao,624
areeeeeee,15
76561198044157977,95
76561198044158096,9
76561198044160860,38
hudo,6
iamsuperezra,4
thaspazface,2
76561198044171387,22
76561198044182240,5
387561,18
76561198044193853,25
76561198044195010,6
Djnic,19
Jasperthecat,67
x--stoned_afgan--x,0
76561198044200733,28
76561198044201903,4
76561198044202841,0
76561198044203403,35
76561198044204559,3
Serenity_Slick,14
76561198044205361,0
76561198044206565,133
76561198044208379,0
magicoluan,3
MoaRGaYbACoNStRiPs,56
maydelpwns,29
76561198044212730,6
FUCKBOYYYYLEADER,21
76561198044215183,27
76561198044215939,15
76561198044217617,12
76561198044218945,30
androolmin,14
davesobey,45
76561198044226779,2
76561198044227160,0
NateTheSquid,22
protowilson,14
76561198044229022,37
lix3,34
76561198044230044,52
984511,0
76561198044230504,52
76561198044230592,0
kaychoi,31
76561198044232350,20
76561198044232838,9
76561198044234504,5
FatFuckFace,12
whostoledandan,41
christopherlane,109
76561198044238418,0
minakazu,67
76561198044240066,0
76561198044240650,0
tooshey1024,5
76561198044246958,0
Gotcharrr,0
76561198044269097,6
76561198044269709,24
Jem93,23
76561198044272190,58
76561198044276877,66
clannadfangay,23
76561198044281183,23
Monty211098,9
76561198044282879,4
w_1234567,16
76561198044283839,9
76561198044284817,23
Kon_x,42
76561198044286214,0
76561198044286421,12
DDelay,64
willbrah,16
76561198044291959,9
KIRSracing,0
76561198044293168,21
ThereInTheTrees,62
limja23,7
izatoo,85
ryzzy,81
76561198044297845,14
JamGoo,17
76561198044303448,0
achthenuts,91
76561198044311502,55
76561198044312064,22
76561198044313566,33
Shupah,84
JF-Fuzion,65
76561198044316453,10
HaydosCorpse,69
poadster,32
76561198044329114,5
76561198044332053,18
pangerspol,53
76561198044342501,1
cam06,30
Kerosanak,284
76561198044345823,26
76561198044347379,0
76561198044348103,75
76561198044348843,15
76561198044350885,14
76561198044351595,1
76561198044351737,30
slydo33,47
76561198044352749,0
76561198044355323,11
Zeuske1111,24
xingfu07,2
mynamej3ff,23
76561198044360115,89
bearygoodness,9
vindicator69,0
76561198044361265,13
76561198044361335,0
datrig,0
76561198044364351,16
76561198044366147,41
rebarb,15
Saddy2,39
leb0_pride,25
76561198044370891,16
76561198044371973,0
76561198044372284,59
76561198044373895,32
76561198044375674,3
_Horrorland,16
76561198044377266,0
76561198044381620,0
karanuppal72,44
Namey5,62
76561198044381940,0
Vextraaa,46
76561198044382648,2
76561198044384944,7
76561198044386834,42
76561198044389729,10
76561198044400310,32
76561198044408633,12
arenvalanche,12
76561198044411815,7
76561198044417561,24
76561198044420417,0
76561198044420779,17
76561198044421987,12
76561198044422079,21
76561198044422445,0
gamesdead,14
76561198044423199,35
76561198044424025,0
zoneXenos,26
xxrileyyzz,63
76561198044428513,9
xztenz,21
76561198044428807,0
76561198044429212,0
76561198044429725,2
bigboogaloo,42
TurboSqu1d,5
Kruznik_,85
glitchsteal,103
76561198044432863,35
76561198044434288,8
TheD3ntist,7
1234567124567,38
76561198044437968,0
76561198044440700,47
76561198044441472,11
76561198044443003,86
76561198044443472,50
76561198044445176,3
MavisGravn,51
tofoo13,9
Bestsonaau,82
76561198044448404,1
76561198044448809,0
76561198044449272,0
76561198044449366,3
76561198044451354,49
76561198044451470,62
voorzaat,148
76561198044453842,0
76561198044454574,2
SCDavidKim,5
76561198044456214,103
mr_samboy,122
YendalsOldSchool,13
76561198044461412,1
76561198044461842,0
76561198044462132,15
76561198044478845,4
76561198044479623,24
76561198044481141,19
76561198044484639,27
ahikup,95
76561198044485625,143
76561198044485979,13
meekaplier,89
uprisingreaperx,230
davyblue92,10
76561198044494703,69
76561198044496195,1
76561198044496435,2
76561198044498819,2
arenadee,2
76561198044501507,84
MrDeath681,89
76561198044501728,63
76561198044502739,8
jensiv,0
Legend_Cambo,6
76561198044509192,6
76561198044510155,2
zenrogg,17
76561198044512514,16
76561198044513180,57
CodMan1551,53
76561198044517778,1
mileymillions,50
76561198044520588,7
Nightxlash,127
76561198044522376,84
76561198044524154,25
76561198044526682,6
76561198044526690,81
76561198044528182,0
leif091,63
76561198044536552,86
76561198044537790,17
76561198044537902,192
ColliflowerZ,26
76561198044544636,223
76561198044546586,78
76561198044547834,19
76561198044551698,204
lolnatsumiii,29
76561198044560265,6
Voidling45676,143
76561198044562800,6
76561198044565277,95
76561198044567141,42
vinwf,34
yeoldcrohn,163
76561198044573175,0
76561198044573565,25
76561198044573947,5
76561198044574089,38
76561198044574835,0
JonStrom,83
brydenralph,6
vKudi,0
76561198044576761,4
76561198044577661,0
76561198044578205,135
imshort,46
76561198044578657,50
william19222,7
76561198044584519,18
DomanoSV,30
3nsoniq,0
spider0monkey,16
asdgtafds,41
aniras,67
76561198044591280,47
Kiwianim,125
DreadwolfF,64
76561198044593988,126
76561198044595704,15
76561198044598482,8
76561198044600310,10
76561198044602692,78
76561198044603144,12
eatingcabbage,12
Haxlrose,26
76561198044603616,26
76561198044605239,20
76561198044609392,7
76561198044618156,23
ElvisDetonandos,38
ForcedMeMees,219
G1223j,35
76561198044630243,0
76561198044631260,28
76561198044634932,13
alpal88,182
76561198044640011,165
76561198044642495,96
AkromasWrath,64
76561198044648427,60
76561198044650853,14
kotorlord44,191
76561198044653393,0
jatz10OLD,18
Stoneyskarface,162
Gold-Bubbles,0
76561198044656633,1
76561198044657626,35
76561198044658873,22
76561198044659921,0
crnltbear,87
76561198044661127,7
ColdCamV,340
76561198044667496,62
76561198044669812,5
TheLuckyOne,0
ratiox,56
albielong,14
GhostMusic,52
76561198044685048,24
paulinemag,0
76561198044687252,42
76561198044687714,165
76561198044688378,66
76561198044703455,1
darkxmeow,31
76561198044710849,1
76561198044716809,235
76561198044717849,0
76561198044722265,48
76561198044722565,100
76561198044722667,0
Azza410,1
stirfru,37
76561198044727967,3
76561198044728683,17
ninja_slime,41
76561198044729679,16
76561198044733295,0
76561198044733758,91
76561198044733761,13
Awesomestuff86,48
76561198044739657,0
1101167413,42
briggzyy97,94
76561198044742914,1
76561198044745296,0
76561198044746374,0
morpheusimhotep,88
icne1,0
76561198044750180,53
76561198044750538,0
76561198044752416,12
ididit4u,66
bryancheong,67
76561198044753968,7
76561198044761096,3
McDings,42
76561198044765968,13
GuRkiNaToR_1,1
76561198044772196,57
76561198044779270,23
76561198044780215,0
76561198044781597,3
76561198044783489,12
76561198044783894,26
76561198044789017,8
76561198044789431,1
76561198044790397,64
damotaur,66
76561198044792343,36
76561198044795993,3
76561198044796113,62
76561198044797637,8
WolfOfCSGOL,110
76561198044799805,89
76561198044803324,34
76561198044805896,0
76561198044811106,63
76561198044813112,3
76561198044815084,172
76561198044815816,16
BadKing,9
76561198044817588,5
e7AlfredON,0
76561198044823554,1
76561198044826630,65
76561198044826701,7
SoenBR,44
76561198044834694,162
76561198044839749,3
76561198044839878,0
mjd1998,0
76561198044854233,1
shinomaru,2
ididnotknwyoucoulddothisXD,18
and3rs0nc,31
76561198044861341,10
PredatoryStarfish,238
76561198044862829,3
76561198044863187,0
76561198044863529,26
Mikkyb,74
76561198044869582,22
76561198044870589,7
76561198044872673,3
aurannah,15
76561198044872990,9
76561198044873127,0
emceekerser4lyf,14
76561198044881950,27
76561198044883910,0
76561198044883912,20
76561198044885003,0
76561198044885039,5
76561198044890018,62
76561198044892456,1
starkwolf,23
76561198044896080,8
76561198044896366,1
0212030,7
76561198044907156,0
76561198044915215,115
76561198044918326,5
samramone,0
76561198044918747,91
ryancoll22,8
BENOBLAM,32
gottahavememyboatsandhoes,60
76561198044925803,8
De4dHuman,110
76561198044927491,1
76561198044930539,0
76561198044931381,8
76561198044932345,1
76561198044933375,63
76561198044934299,72
MrCalvino,48
76561198044936623,1
76561198044937127,1
ukulelemaster,1
baopho,23
76561198044944581,35
76561198044946823,130
Kitty-Wiccan,0
76561198044948132,16
76561198044948889,3
76561198044952536,24
76561198044953144,4
76561198044954020,20
lloydinspace,6
mick_ayerst,0
76561198044956872,48
Dylancrow_,39
mitch8ham,60
76561198044958752,40
TheUltimateFilipino,31
76561198044960048,8
FruityLexia123,90
76561198044962010,0
76561198044963776,4
76561198044969584,311
dudewheresmykunt,8
76561198044976901,7
JahashWahash,16
76561198044985397,54
poopingllaaaaamamaaa,71
Nuewman,17
76561198044987819,109
76561198044989220,77
repeatdc1,1
76561198044996755,56
76561198045000512,2
76561198045000673,7
ziqan,48
76561198045002205,0
76561198045012377,56
76561198045021010,0
rupertcow,58
YepItsTiho,71
76561198045027590,8
76561198045031842,15
76561198045040276,95
76561198045044603,17
sakuya_g,3
76561198045053259,124
76561198045054453,8
76561198045058976,108
76561198045059875,123
76561198045060317,0
76561198045061157,5
76561198045061951,66
Adam201028,116
76561198045064024,4
catmanbuswell,207
76561198045070923,148
76561198045072111,61
theprettybunch,0
pikarchoo,3
76561198045076937,46
76561198045077034,13
76561198045080203,115
unlessitsafarm,129
Dinkledouche,106
76561198045086352,33
smence,39
76561198045091756,14
76561198045092132,13
76561198045098346,4
M16Vampire,98
76561198045099822,5
76561198045102938,134
76561198045107626,36
76561198045116113,1
76561198045117707,46
76561198045122274,1
Gr0wing,95
76561198045124133,2
76561198045124591,60
76561198045126501,1
76561198045131149,4
megawormexpress,2
felipe8000,12
76561198045140358,1
76561198045144503,25
mindbender4,5
Tyrranis,205
76561198045147632,16
76561198045148512,13
76561198045151908,63
76561198045152576,6
76561198045152778,3
NocturnalKnight2,231
76561198045154142,29
76561198045154684,0
76561198045155076,38
Mawsy,46
Fearow,17
76561198045156848,1
wtfxorzzz,10
76561198045159488,7
76561198045161068,0
76561198045161092,70
76561198045161218,0
76561198045161688,138
76561198045166576,28
76561198045169064,39
76561198045172455,31
ripplinghorse,68
76561198045180369,0
Adampadam666,3
76561198045181539,11
AntFace,0
ambientfury,28
Wrecking6654,39
scoot13,32
76561198045185389,36
FuckyouURL,81
ChrisLikesToShootCakes,0
76561198045188539,0
geojiggy,0
choaxi,12
76561198045191981,12
76561198045193015,151
missyddd,19
pootmakingdispenser,32
76561198045193827,1
76561198045195185,0
76561198045197582,2
whenthegeeseattacks,28
Gunstorm246,245
jayan7,2
76561198045209128,0
tacoyummygood,9
76561198045212848,30
76561198045215168,2
76561198045222574,20
76561198045222696,15
76561198045222792,92
76561198045228783,50
SneaaakyFuckingSniper,16
76561198045233015,0
76561198045236601,140
76561198045238077,33
zutututu,0
illidan50,26
76561198045242863,28
76561198045245673,0
JacenSolo,19
strayadard,111
76561198045252567,0
l3wis992,70
nnnnnnnnnnnnnnnnnnnnb,44
76561198045260059,3
smachs,22
76561198045262828,5
76561198045264541,4
76561198045265276,8
76561198045265894,27
76561198045266632,31
76561198045267122,62
76561198045267342,0
76561198045273074,33
76561198045273578,6
76561198045273844,0
76561198045275770,7
76561198045282369,60
76561198045284827,22
nerds4lyfe,0
bicki6,30
76561198045287153,0
76561198045292259,0
76561198045292615,36
76561198045292941,5
76561198045293123,0
76561198045294133,2
the012701,73
9LIVESBIOTCH,1
76561198045296161,284
pavelkadots,564
assassingyi,6
AndrewtheCat,0
Teenrouge,192
76561198045316180,65
76561198045318500,9
76561198045319254,0
76561198045319708,0
76561198045323634,120
76561198045323668,29
thisismygifturl,225
76561198045341583,30
76561198045342949,28
76561198045343697,0
76561198045343766,84
76561198045344721,25
Sheil,29
76561198045345669,13
picklehan,29
76561198045346881,36
76561198045347093,1
76561198045347775,0
suppy59,5
BlahMonsta,52
76561198045351949,36
76561198045353905,0
76561198045357981,55
76561198045359004,13
76561198045359599,49
76561198045360971,11
76561198045361689,14
Kimpsmwah,54
76561198045366570,8
76561198045371558,18
Tigerowns,25
76561198045373134,0
76561198045373498,71
76561198045373556,0
76561198045374556,6
buzyx,16
76561198045377236,123
76561198045391829,37
76561198045391911,47
76561198045392689,137
76561198045395179,5
76561198045395821,11
76561198045397507,20
76561198045398053,0
76561198045400795,67
76561198045402383,0
76561198045402493,1
76561198045409209,7
APPEALING,77
SirSam_sizzlin,67
bentommy,0
76561198045414020,22
76561198045414503,12
WotMoit,32
76561198045416585,7
76561198045416708,0
76561198045417134,28
76561198045419816,13
76561198045420307,0
76561198045420878,2
76561198045421708,25
76561198045425542,22
monkeyseemonkeydoo,114
ISmellGravy,0
76561198045427346,24
KillerThriller,265
76561198045432027,0
76561198045435102,8
TheGameRogue,94
76561198045442663,4
76561198045442719,24
76561198045443493,0
76561198045444247,9
76561198045444777,0
76561198045449155,0
76561198045451185,62
76561198045452315,94
76561198045453013,57
76561198045454857,32
76561198045457186,0
76561198045461696,10
76561198045462470,97
coztenza,130
mr_j_ghostly,93
76561198045469160,0
76561198045470177,25
76561198045470636,31
WORLDWRESTLINGENTERTAINMENT,41
76561198045475924,66
76561198045476394,6
76561198045477018,118
plokimer,38
alacpt,40
76561198045497695,23
76561198045499059,0
76561198045500653,37
76561198045501701,68
76561198045503469,30
76561198045503761,1
76561198045506687,85
76561198045506845,136
76561198045507639,7
casuapking,208
76561198045512471,0
Bongbee,87
76561198045514836,24
76561198045516689,87
76561198045516795,0
76561198045520326,2
76561198045523460,46
xVEGETAx,18
76561198045527734,0
76561198045527953,1
76561198045529142,12
therealcosmicpotato,8
nikelad,5
Waferthinslice,0
76561198045531084,23
76561198045531464,0
76561198045533212,67
doodlekin,284
76561198045535014,26
76561198045537192,23
76561198045540314,0
76561198045542486,79
76561198045545277,16
vaised,6
76561198045547769,127
76561198045547971,26
f4k3admin,0
rsbb0818,0
76561198045549279,0
76561198045554211,3
LiCk-maLOLlipop,30
76561198045559491,4
76561198045560143,3
pattyboy108,1
76561198045564661,2
76561198045565399,46
TheOriginalVash,127
76561198045570187,11
76561198045573440,0
76561198045575768,24
Retron88,133
76561198045583700,13
RaisonDetrah,0
76561198045585416,30
76561198045586022,17
76561198045588086,0
76561198045588906,4
wugaga0912,1
76561198045591838,95
76561198045593819,74
76561198045595354,89
76561198045606469,135
76561198045607953,47
bermonator,33
76561198045609729,0
matt18sam,4
nerdydrift,4
76561198045613157,1
76561198045616906,192
76561198045617848,10
76561198045618339,41
Jellyman93,103
Widzialny,486
Slipzpers,46
76561198045623502,61
76561198045625036,29
76561198045627858,15
76561198045628101,38
76561198045631871,75
76561198045632922,119
76561198045633274,234
76561198045634902,1
76561198045636470,5
76561198045638432,61
76561198045638464,35
76561198045638566,38
NinjaAssassinSpecialist,100
76561198045642536,14
Yukiyano,0
jimbletim,81
ferlmk,75
76561198045656877,15
76561198045659917,0
binocular,68
KrimzonTA,93
76561198045660281,23
sieula,31
angstful_sushi,57
oio20199,61
ForTheWen,60
76561198045670176,5
76561198045675105,29
n00bh3r3,129
CdogAu,64
76561198045683136,16
76561198045687428,1
joker517,0
76561198045691414,0
76561198045691824,37
76561198045692758,44
76561198045696482,8
76561198045702210,0
76561198045703207,18
76561198045706713,58
76561198045708291,0
76561198045711087,72
Andawgz,20
76561198045712111,65
Jungle-Ion,0
evofrex,85
rexon95,0
76561198045713937,0
SoyCrab,9
76561198045714969,0
76561198045715185,6
76561198045715551,1
nuckfigger1,29
Segraps,26
sierra22600,0
ej600,156
76561198045720109,124
johneatpants,24
loota,8
76561198045723075,12
DyingSolja,114
sapphirestarlight,14
therhythmthief,8
76561198045726870,9
76561198045728866,0
bloodhermit,15
76561198045731864,0
76561198045731980,16
76561198045732703,0
76561198045733668,2
diabolicaldan1349,30
76561198045734358,14
76561198045734880,65
maccaeh,71
StayMad,0
76561198045737458,23
76561198045737544,0
76561198045737836,37
raspoldi,19
76561198045742294,24
AnalFlute,34
76561198045747348,28
76561198045752311,46
jjk123457,6
76561198045757777,87
76561198045759853,17
76561198045760737,48
wix_sahdow,0
jorgoson,95
Bread4Winners,167
76561198045769947,1
killersam5215,277
Tyrindor,186
76561198045771485,2
76561198045771509,6
76561198045771759,31
76561198045773709,0
kswk,141
76561198045775902,117
Alucards37,11
76561198045779523,0
76561198045779595,1
76561198045781579,5
76561198045782123,8
76561198045783252,0
jojozcarmaster,16
ZiReach,0
mwithers,4
bigboygeorge,64
76561198045788430,3
76561198045791026,26
lolboy101,0
76561198045792958,33
60sSpiderman,15
76561198045796960,3
76561198045797599,9
76561198045798014,0
Rhyden,90
76561198045801848,13
76561198045807434,0
76561198045808116,0
DerpyAssassin,54
76561198045812443,28
76561198045816839,0
Clankrocks,164
76561198045818255,23
hooligankid,48
76561198045818565,12
76561198045821592,8
altheawesomeguy,56
76561198045823419,8
76561198045824137,85
76561198045824429,14
76561198045828379,3
ppusssy,0
76561198045829387,23
76561198045829427,8
76561198045832232,2
76561198045832859,2
76561198045834194,13
76561198045834835,51
76561198045834982,0
76561198045838636,91
76561198045839514,5
76561198045841372,2
76561198045841736,0
76561198045842054,107
76561198045842418,0
76561198045843112,35
jacob_rules,8
76561198045843852,0
76561198045846124,91
76561198045848252,55
76561198045849094,29
sp33dy_k3tchup,22
leroy2290,2
Trythion,64
76561198045868551,5
76561198045876227,16
76561198045876979,27
76561198045877315,0
76561198045877997,8
76561198045879279,0
sandyrah,141
76561198045880901,0
k1ps,121
picworthe,82
76561198045882569,5
76561198045887024,0
76561198045891077,112
76561198045892980,0
76561198045893092,6
76561198045895742,120
salviaaaaaaaaaaaaa,47
malekii999,65
76561198045903470,33
76561198045904180,79
randomnumbers217,100
shapito_boy,5
76561198045926831,31
thisisaninvalidid,33
charazard325,0
76561198045929967,13
76561198045931435,112
76561198045931599,1
76561198045935652,23
76561198045936249,33
76561198045937281,10
LiquidAdrenaline,0
76561198045946207,11
76561198045948210,37
76561198045949038,109
76561198045953158,0
WeTheGods,75
76561198045955978,5
kevinphungsux,107
76561198045957610,0
76561198045959168,18
_DATDUDEBRO_,9
76561198045969133,40
76561198045971049,38
76561198045972083,81
druhze,79
76561198045987218,3
76561198045989244,64
jiskastla,64
bullmastiffs,0
greenfrostwire,46
76561198046000228,0
76561198046000848,0
76561198046001176,20
76561198046002444,184
pinoyforlife,0
ProfChadington,29
HadleighGreen,188
76561198046005773,0
temeteocano,5
timetotossthediceagain,28
76561198046017007,0
76561198046019929,28
MisterSkellington,233
76561198046021047,0
76561198046023845,21
76561198046024019,138
CAIDENROX,176
76561198046024745,79
LDLCkqly,0
76561198046032596,21
76561198046041716,0
76561198046044794,26
76561198046045330,16
76561198046045570,81
76561198046045630,6
OBCyborg,0
76561198046047624,0
76561198046049932,14
Stringers,82
76561198046062143,22
76561198046064749,203
76561198046066175,104
76561198046074939,2
76561198046078375,51
76561198046080034,3
76561198046089570,26
76561198046089580,0
76561198046090338,0
76561198046091136,0
justin1011,198
76561198046092048,10
76561198046092670,18
76561198046093092,0
76561198046093718,33
The_Adonis,3
76561198046095748,49
76561198046095806,25
76561198046097407,8
76561198046100616,19
76561198046100794,14
76561198046103864,0
BmJester,30
76561198046110507,41
76561198046110787,16
psssssssssssssssssssh,70
76561198046114151,9
Louis679,79
76561198046115905,18
chloepetersen,0
76561198046118587,18
76561198046120145,20
76561198046124391,0
76561198046124777,1
76561198046125539,1
76561198046127710,58
76561198046128346,59
de_edwardo,47
omoldroyd,38
76561198046132400,6
76561198046135918,15
76561198046136758,7
76561198046139808,18
infected_,14
76561198046145274,0
76561198046149089,14
jamo314,129
minifishlot,8
76561198046156403,0
Schlongbergsachs,36
76561198046160559,49
Moomic,49
76561198046163306,19
76561198046165031,0
76561198046166553,32
76561198046167823,164
76561198046168853,1
76561198046169757,67
AQuestionableCharacter,397
76561198046176073,101
90s_cars,114
76561198046176130,31
KittyWhispers,46
subwooper,35
76561198046186536,41
76561198046186618,0
76561198046186720,12
76561198046187370,4
76561198046187678,0
76561198046188380,6
76561198046189122,7
PlayerXD2,40
76561198046189926,89
76561198046191820,31
76561198046201076,8
76561198046207705,2
76561198046211301,101
76561198046211829,0
76561198046214713,12
76561198046217279,7
76561198046217455,8
76561198046219329,0
RtCLIIV,31
76561198046223951,129
AgentWhisp,40
76561198046224867,10
76561198046225579,79
Pein_Akatsuki,17
ncamissar,21
marksmanflife,0
76561198046238808,0
chriszhaozhao,59
76561198046240070,9
76561198046241212,7
Zaphireez,0
DeadlyPlace,0
wilman98,0
76561198046263983,112
76561198046264663,102
sparid,55
kickyaheadin,5
76561198046267055,53
76561198046267997,19
76561198046268112,38
empdude,40
76561198046274669,80
76561198046275861,28
76561198046286022,48
navman360,59
76561198046288773,0
76561198046292038,1
76561198046294178,0
76561198046294246,9
radpayload,21
76561198046297098,0
swerdna27,12
76561198046311867,10
axelamze,0
76561198046314603,9
76561198046314855,1
76561198046315343,3
Ranger772,99
76561198046330886,0
FineAsianGuy,0
76561198046334630,3
olmateyme,82
76561198046335664,1
76561198046336674,0
tommyg765,52
76561198046339462,31
76561198046344620,2
physcoticclown,48
76561198046353635,70
76561198046355063,5
maxwellstime,145
camnaldergames,147
76561198046358897,33
HEADSACK,0
Smykify,118
76561198046360299,58
76561198046361417,24
76561198046363737,0
76561198046364437,53
jeoliveira10,6
76561198046364676,7
76561198046366424,54
76561198046368309,11
76561198046370378,8
76561198046376982,44
76561198046381342,14
76561198046381930,28
76561198046381954,21
fLiPtHaTsWiTcH,7
76561198046382604,63
76561198046384894,0
76561198046385590,2
76561198046385968,39
76561198046387820,13
76561198046388386,0
76561198046388964,19
76561198046389152,0
76561198046396282,0
76561198046396625,18
76561198046397567,73
wdelshock13,54
76561198046402281,19
76561198046403725,9
tawatson101,37
CRAZYWON,4
warung,38
KittieHearts,18
76561198046408007,3
PinginHard,0
madmedina,0
76561198046410381,29
Teddydidapoo,0
Airieo,8
76561198046412581,0
76561198046424340,2
76561198046426102,9
76561198046426932,138
76561198046427260,56
76561198046428956,1
76561198046430420,0
76561198046430932,66
76561198046431048,36
trashboi,87
swagerlikeyou,26
76561198046435104,20
76561198046436774,188
76561198046439948,0
76561198046443403,13
76561198046448529,17
76561198046449417,0
76561198046450257,20
76561198046451277,0
76561198046452383,17
76561198046452489,15
76561198046452581,29
76561198046453547,100
76561198046455215,11
76561198046455407,0
76561198046456124,1
TimPeyton,23
slightlybetterthanjesus,95
kaboomgames,71
_Mute,7
76561198046465461,8
76561198046467878,8
76561198046471642,25
imabob,5
76561198046472704,1
76561198046473760,0
76561198046474248,79
rexmatical,101
WishForNight,30
76561198046477132,0
76561198046477340,36
killer_carnivore,106
trollviper,24
76561198046479800,7
luhyland,0
12874175635ELITE,2
76561198046482036,1
pkowner23,0
76561198046484664,12
mrkerfuffle,79
76561198046487464,12
76561198046488827,0
freakyd2k,0
76561198046494038,7
76561198046497221,4
76561198046501689,29
WayneEnt,17
76561198046508157,65
76561198046508287,104
76561198046508397,24
76561198046510669,117
iwantsauce,24
karsan,20
76561198046515869,4
76561198046516637,7
76561198046516655,10
76561198046516773,1
76561198046527072,5
76561198046530524,4
76561198046530536,8
WandererRedux,3
76561198046536343,46
76561198046540288,77
76561198046546681,0
76561198046546837,46
76561198046557603,44
76561198046559687,8
sebbasuperfly,2
76561198046560997,0
76561198046561539,28
76561198046563293,4
76561198046564791,3
czeroxy,43
345827357205098,31
protosphere,22
the_majestic_manllama,21
76561198046566109,0
beepboopbop,0
76561198046573093,2
dirtyblondbeast,237
76561198046579912,14
76561198046582634,405
76561198046583202,2
OracleOzai,185
Trollfwesfwef,15
76561198046585384,67
76561198046587676,18
76561198046590226,6
sirmatrick,95
76561198046612873,55
76561198046614897,0
DatWombat,0
GamerDouglas,0
76561198046622065,0
76561198046631388,3
76561198046631758,98
76561198046632118,19
76561198046632304,43
76561198046635902,0
76561198046637614,0
DjPTTR,61
76561198046639550,8
Ipriestyy,0
aguskapo007,0
MirCheesa,109
76561198046663365,0
76561198046666737,28
76561198046668535,0
notcleedo,28
martolad3232,16
76561198046683248,26
76561198046687426,0
76561198046700948,1
greggymushmush,258
76561198046710979,4
76561198046712167,0
76561198046713163,13
strangemoose,47
76561198046716039,2
76561198046716050,40
76561198046718635,18
manbeastAD,85
76561198046720269,53
76561198046729222,20
76561198046730416,13
76561198046730804,6
A_CancerousCake,132
76561198046736236,173
76561198046737118,0
76561198046737266,0
KingPahn,243
lighthousesbeachhouse,0
76561198046755237,1
76561198046757421,0
76561198046760183,9
76561198046760301,0
76561198046760431,1
76561198046761625,0
Brensarinn_,0
76561198046762237,30
76561198046764181,6
Thebob35,17
76561198046766817,95
76561198046767905,179
GiitGudM8,109
ch4reon,33
mahoubutts,5
liambull,420
76561198046783634,4
76561198046784788,0
76561198046784878,10
76561198046785554,3
Yerok,394
saalazar,74
rejjiesnow,40
partyrock77,0
Hidrosis,7
76561198046804443,48
chapechap,29
76561198046806371,2
76561198046813617,0
76561198046815037,69
papercompass,118
76561198046818156,116
alphacrew,24
GetyourMedz,20
76561198046824588,6
76561198046825758,51
76561198046825988,9
76561198046826216,5
76561198046827118,54
76561198046827540,0
VaporwaveBeans,31
76561198046828322,26
paojdsflkasjfda,50
Icxshr,100
76561198046831000,7
76561198046833900,19
76561198046834503,32
76561198046838036,0
MORETTO4,0
BRexona,53
76561198046843551,0
76561198046844185,22
_gary_the_snail,143
76561198046845959,13
76561198046847321,60
76561198046849729,0
76561198046850791,42
76561198046851453,21
76561198046856087,53
76561198046856125,77
mcartwri,15
76561198046864487,59
monkeyworld,2
76561198046867452,29
goforpies,9
76561198046873386,2
DequanBeatz,47
rangerftw,0
76561198046874722,70
76561198046874786,0
mrfaifaifai,0
killer9458,0
Synoble,235
catterpillerman,210
76561198046882252,11
76561198046888784,3
76561198046888924,22
76561198046895277,84
76561198046907159,50
76561198046912421,1
76561198046912687,0
dojoeatdirt97,19
76561198046923008,0
76561198046925300,3
76561198046925412,10
DaJames,70
76561198046928472,12
arcanecogs,64
76561198046931414,0
76561198046932202,2
76561198046937182,13
Sabatonic,92
76561198046957761,64
Yunzz,20
TakahiroMaeda,40
76561198046962057,47
76561198046962373,5
jellyblobofdoom,31
76561198046964524,1
bizarregamingspike,113
billyjeanthemarine,16
turtle155,32
76561198046976816,5
76561198046976894,3
76561198046978114,1
Sum1_Else,43
76561198046979220,2
jimbylad,153
76561198046981402,0
b0bm9,0
spidermanhoodies4sale,321
76561198046983840,123
76561198046984100,11
76561198046985880,0
76561198046986440,25
76561198046988610,4
76561198047003040,64
76561198047004743,0
76561198047006843,0
whynot123321123321,0
76561198047016483,28
Josefuuu,37
mrjordanfights,27
76561198047022197,4
76561198047028326,18
ThePyroSushi,17
stepupsempai,88
Red0nculous,12
applezzz,3
76561198047033877,27
76561198047039476,1
SuperNoah,0
76561198047049496,99
76561198047049731,43
76561198047050924,9
76561198047054848,27
